,band,species,beak length (mm),beak depth (mm),year
2012,15901,scandens,14.5,8.7,1991
2013,15986,scandens,14.17,8.72,1991
2014,16100,scandens,14.3,9.6,1991
2015,16109,scandens,14.0,9.3,1991
2016,16113,scandens,14.9,10.4,1991
2017,16183,scandens,14.0,8.9,1991
2018,16195,scandens,11.8,9.3,1991
2019,16568,scandens,12.15,8.4,1991
2020,16569,scandens,12.7,8.6,1991
2021,16585,scandens,13.7,8.9,1991
2022,16600,scandens,15.0,10.1,1991
2023,16873,scandens,14.4,8.9,1991
2024,17001,scandens,12.8,8.8,1991
2025,17004,scandens,14.05,9.25,1991
2026,17099,scandens,13.3,8.6,1991
2027,17140,scandens,13.1,8.7,1991
2028,17143,scandens,12.9,8.4,1991
2029,17153,scandens,14.8,9.5,1991
2030,17176,scandens,14.15,8.65,1991
2031,17305,scandens,14.4,9.0,1991
2032,17353,scandens,14.6,9.0,1991
2033,17374,scandens,13.0,8.5,1991
2034,17474,scandens,14.6,9.75,1991
2035,17475,scandens,13.8,9.1,1991
2036,17504,scandens,13.9,9.3,1991
2037,17505,scandens,13.6,8.6,1991
2038,17548,scandens,13.9,9.0,1991
2039,17658,scandens,14.3,9.1,1991
2040,17673,scandens,14.7,8.2,1991
2041,17674,scandens,13.5,8.1,1991
2042,17685,scandens,14.0,9.4,1991
2043,17764,scandens,13.1,9.0,1991
2044,17779,scandens,12.9,8.8,1991
2045,17788,scandens,14.6,10.1,1991
2046,17795,scandens,13.3,8.8,1991
2047,17901,scandens,14.8,9.5,1991
2048,17915,scandens,11.8,8.3,1991
2049,17930,scandens,12.8,8.7,1991
2050,17939,scandens,12.6,8.6,1991
2051,17947,scandens,11.8,7.9,1991
2052,17950,scandens,10.3,8.7,1991
2053,17953,scandens,11.1,9.5,1991
2054,17956,scandens,13.7,9.0,1991
2055,17963,scandens,13.8,8.9,1991
2056,19022,fortis,10.0,8.5,2012
2057,19028,fortis,12.5,8.9,2012
2058,19032,fortis,9.3,7.5,2012
2059,19041,fortis,10.3,9.6,2012
2060,19044,fortis,11.0,9.2,2012
2061,19048,fortis,10.1,8.2,2012
2062,19072,fortis,9.6,7.8,2012
2063,19082,fortis,10.9,8.6,2012
2064,19104,fortis,10.3,8.4,2012
2065,19114,fortis,9.8,7.7,2012
2066,19121,fortis,10.1,8.0,2012
2067,19126,fortis,10.4,8.7,2012
2068,19146,fortis,9.6,8.1,2012
2069,19164,fortis,10.6,8.8,2012
2070,19174,fortis,10.6,9.4,2012
2071,19203,fortis,11.9,10.0,2012
2072,19210,fortis,11.3,9.6,2012
2073,19217,fortis,11.3,9.6,2012
2074,19224,fortis,9.7,8.1,2012
2075,19226,fortis,9.7,7.5,2012
2076,19252,fortis,10.1,8.4,2012
2077,19263,fortis,10.0,7.9,2012
2078,19274,fortis,10.0,8.3,2012
2079,19280,fortis,10.0,8.9,2012
2080,19288,fortis,11.5,9.1,2012
2081,19328,fortis,9.5,7.7,2012
2082,19349,fortis,11.2,8.3,2012
2083,19362,fortis,10.7,8.6,2012
2084,19372,fortis,10.0,8.4,2012
2085,19382,fortis,9.8,7.7,2012
2086,19384,fortis,10.9,9.1,2012
2087,19392,fortis,9.2,7.7,2012
2088,19394,fortis,10.2,9.0,2012
2089,19422,fortis,11.3,10.2,2012
2090,19439,fortis,10.3,8.1,2012
2091,19461,fortis,10.7,8.6,2012
2092,19482,fortis,10.0,8.4,2012
2093,19502,fortis,9.7,8.1,2012
2094,19511,fortis,9.9,8.0,2012
2095,19536,fortis,10.7,8.3,2012
2096,19563,fortis,11.0,10.3,2012
2097,19568,fortis,9.7,8.0,2012
2098,19602,fortis,10.5,8.8,2012
2099,19604,fortis,11.7,9.0,2012
2100,19614,fortis,10.8,9.3,2012
2101,19623,fortis,9.1,7.6,2012
2102,19627,fortis,10.9,8.2,2012
2103,19642,fortis,12.2,10.0,2012
2104,19649,fortis,10.9,8.2,2012
2105,19654,fortis,10.7,8.2,2012
2106,19674,fortis,10.4,8.3,2012
2107,19682,fortis,9.7,7.8,2012
2108,19712,fortis,10.3,8.0,2012
2109,19734,fortis,9.8,8.4,2012
2110,19746,fortis,10.6,9.3,2012
2111,19749,fortis,10.5,8.9,2012
2112,19774,fortis,12.5,9.7,2012
2113,19782,fortis,9.2,7.6,2012
2114,19815,fortis,10.1,9.0,2012
2115,19820,fortis,10.6,8.6,2012
2116,19821,fortis,11.5,8.9,2012
2117,19829,fortis,10.8,8.6,2012
2118,19832,fortis,10.5,8.8,2012
2119,19835,fortis,10.1,8.5,2012
2120,19840,fortis,10.7,9.2,2012
2121,19849,fortis,9.6,8.0,2012
2122,19874,fortis,10.7,9.4,2012
2123,19878,fortis,10.1,7.7,2012
2124,19889,fortis,10.0,8.4,2012
2125,19914,fortis,10.0,8.5,2012
2126,19921,fortis,10.4,9.0,2012
2127,19922,fortis,10.4,9.0,2012
2128,19928,fortis,11.7,9.3,2012
2129,19932,fortis,10.6,8.7,2012
2130,19942,fortis,11.5,8.1,2012
2131,19946,fortis,10.7,8.7,2012
2132,19947,fortis,10.4,7.9,2012
2133,19952,fortis,10.1,7.7,2012
2134,19974,fortis,10.8,8.4,2012
2135,19993,fortis,11.5,9.25,2012
2136,19994,fortis,11.1,8.1,2012
2137,21049,fortis,9.9,8.3,2012
2138,21052,fortis,10.5,8.5,2012
2139,21080,fortis,12.2,9.9,2012
2140,21082,fortis,10.9,8.4,2012
2141,21087,fortis,12.9,9.9,2012
2142,21088,fortis,9.7,7.2,2012
2143,21089,fortis,9.7,8.2,2012
2144,21090,fortis,10.0,8.2,2012
2145,21129,fortis,10.1,8.3,2012
2146,21160,fortis,10.2,8.4,2012
2147,21161,fortis,9.6,7.5,2012
2148,21162,fortis,9.9,8.2,2012
2149,21165,fortis,10.6,8.6,2012
2150,21169,fortis,9.8,8.2,2012
2151,21191,fortis,11.1,8.8,2012
2152,21244,fortis,10.0,8.5,2012
2153,21247,fortis,10.9,8.1,2012
2154,21249,fortis,10.0,8.3,2012
2155,21258,fortis,10.6,8.5,2012
2156,21259,fortis,10.7,8.1,2012
2157,21261,fortis,9.4,7.3,2012
2158,21262,fortis,10.1,8.0,2012
2159,21265,fortis,11.8,10.2,2012
2160,21266,fortis,12.2,11.1,2012
2161,21272,fortis,12.9,9.9,2012
2162,21273,fortis,10.1,8.7,2012
2163,21276,fortis,10.1,8.3,2012
2164,21277,fortis,9.0,7.8,2012
2165,21282,fortis,11.7,9.9,2012
2166,21283,fortis,10.9,10.3,2012
2167,21287,fortis,10.4,8.4,2012
2168,21293,fortis,12.7,8.7,2012
2169,21294,fortis,10.5,9.8,2012
2170,21296,fortis,9.6,8.7,2012
2171,21298,fortis,10.6,9.0,2012
2172,21299,fortis,10.4,7.8,2012
2173,21341,fortis,10.5,8.5,2012
2174,21343,fortis,10.1,8.2,2012
2175,21349,fortis,10.6,9.2,2012
2176,22000,fortis,10.6,9.0,2012
2177,19026,scandens,14.3,9.4,2012
2178,19028,scandens,12.5,8.9,2012
2179,19029,scandens,13.7,9.5,2012
2180,19094,scandens,13.8,11.0,2012
2181,19122,scandens,12.0,8.7,2012
2182,19125,scandens,13.0,8.4,2012
2183,19129,scandens,13.0,9.1,2012
2184,19172,scandens,13.6,8.7,2012
2185,19182,scandens,12.8,10.2,2012
2186,19212,scandens,13.6,9.6,2012
2187,19214,scandens,12.95,8.85,2012
2188,19244,scandens,13.1,8.8,2012
2189,19251,scandens,13.4,9.5,2012
2190,19260,scandens,13.9,9.2,2012
2191,19270,scandens,12.3,9.0,2012
2192,19278,scandens,14.0,9.8,2012
2193,19289,scandens,12.5,9.3,2012
2194,19299,scandens,12.3,9.0,2012
2195,19312,scandens,13.9,10.2,2012
2196,19326,scandens,13.1,7.7,2012
2197,19343,scandens,12.5,9.0,2012
2198,19374,scandens,13.9,9.5,2012
2199,19401,scandens,13.7,9.4,2012
2200,19406,scandens,12.0,8.0,2012
2201,19408,scandens,14.4,8.9,2012
2202,19426,scandens,13.5,9.4,2012
2203,19430,scandens,13.8,9.5,2012
2204,19433,scandens,13.0,8.0,2012
2205,19438,scandens,14.9,10.0,2012
2206,19452,scandens,12.5,8.95,2012
2207,19466,scandens,12.3,8.2,2012
2208,19469,scandens,12.8,8.8,2012
2209,19486,scandens,13.4,9.2,2012
2210,19492,scandens,13.8,9.4,2012
2211,19493,scandens,13.5,9.5,2012
2212,19494,scandens,13.5,8.1,2012
2213,19495,scandens,13.4,9.5,2012
2214,19496,scandens,12.3,8.4,2012
2215,19497,scandens,14.35,9.3,2012
2216,19510,scandens,13.2,9.3,2012
2217,19513,scandens,13.8,9.6,2012
2218,19518,scandens,14.6,9.2,2012
2219,19526,scandens,14.3,10.0,2012
2220,19527,scandens,13.8,8.9,2012
2221,19528,scandens,13.6,10.5,2012
2222,19543,scandens,12.9,8.9,2012
2223,19553,scandens,13.0,8.6,2012
2224,19554,scandens,13.5,8.8,2012
2225,19573,scandens,13.2,9.15,2012
2226,19592,scandens,13.7,9.5,2012
2227,19594,scandens,13.1,9.1,2012
2228,19597,scandens,13.2,10.2,2012
2229,19598,scandens,12.6,8.4,2012
2230,19599,scandens,13.0,10.0,2012
2231,19619,scandens,13.9,10.2,2012
2232,19622,scandens,13.2,9.3,2012
2233,19652,scandens,15.0,10.8,2012
2234,19653,scandens,13.37,8.3,2012
2235,19664,scandens,11.4,7.8,2012
2236,19692,scandens,13.8,9.8,2012
2237,19720,scandens,13.0,7.9,2012
2238,19740,scandens,13.0,8.9,2012
2239,19747,scandens,13.1,7.7,2012
2240,19766,scandens,12.8,8.9,2012
2241,19783,scandens,13.3,9.4,2012
2242,19844,scandens,13.5,9.4,2012
2243,19848,scandens,12.4,8.5,2012
2244,19852,scandens,13.1,8.5,2012
2245,19854,scandens,14.0,9.6,2012
2246,19855,scandens,13.5,10.2,2012
2247,19868,scandens,11.8,8.8,2012
2248,19882,scandens,13.7,9.5,2012
2249,19900,scandens,13.2,9.3,2012
2250,19910,scandens,12.2,9.0,2012
2251,19936,scandens,13.0,9.2,2012
2252,19940,scandens,13.1,8.7,2012
2253,19941,scandens,14.7,9.0,2012
2254,19951,scandens,13.7,9.1,2012
2255,19955,scandens,13.5,8.7,2012
2256,19956,scandens,13.3,9.4,2012
2257,21040,scandens,14.1,9.8,2012
2258,21041,scandens,12.5,8.6,2012
2259,21045,scandens,13.7,10.6,2012
2260,21047,scandens,14.6,9.0,2012
2261,21053,scandens,14.1,9.5,2012
2262,21057,scandens,12.9,8.1,2012
2263,21070,scandens,13.9,9.3,2012
2264,21081,scandens,13.4,9.6,2012
2265,21092,scandens,13.0,8.5,2012
2266,21093,scandens,12.7,8.2,2012
2267,21106,scandens,12.1,8.0,2012
2268,21109,scandens,14.0,9.5,2012
2269,21111,scandens,14.9,9.7,2012
2270,21113,scandens,13.9,9.9,2012
2271,21131,scandens,12.9,9.1,2012
2272,21135,scandens,14.6,9.5,2012
2273,21136,scandens,14.0,9.8,2012
2274,21159,scandens,13.0,8.4,2012
2275,21167,scandens,12.7,8.3,2012
2276,21176,scandens,14.0,9.6,2012
2277,21248,scandens,14.1,9.4,2012
2278,21253,scandens,14.1,10.0,2012
2279,21255,scandens,13.0,8.9,2012
2280,21256,scandens,13.5,9.1,2012
2281,21257,scandens,13.4,9.8,2012
2282,21260,scandens,13.9,9.3,2012
2283,21263,scandens,13.1,9.9,2012
2284,21267,scandens,12.9,8.9,2012
2285,21268,scandens,14.0,8.5,2012
2286,21270,scandens,14.0,10.6,2012
2287,21271,scandens,14.1,9.3,2012
2288,21278,scandens,14.7,8.9,2012
2289,21279,scandens,13.4,8.9,2012
2290,21280,scandens,13.8,9.7,2012
2291,21281,scandens,13.4,9.8,2012
2292,21285,scandens,13.8,10.5,2012
2293,21286,scandens,12.4,8.4,2012
2294,21288,scandens,14.1,10.0,2012
2295,21289,scandens,12.9,9.0,2012
2296,21290,scandens,13.9,8.7,2012
2297,21291,scandens,14.3,8.8,2012
2298,21292,scandens,13.2,8.4,2012
2299,21295,scandens,14.2,9.3,2012
2300,21297,scandens,13.0,9.8,2012
2301,21340,scandens,14.6,8.9,2012
2302,21342,scandens,13.1,9.8,2012
2303,21347,scandens,15.2,9.1,2012
